DATE_TIME,OBSERVATORY_NAME,SENSOR_TYPE,MINIMUM_TEMPERATURE,MAXIMUM_TEMPERATURE,AVERAGE_TEMPERATURE,MINIMUM_HUMIDITY,MAXIMUM_HUMIDITY,AVERAGE_HUMIDITY,MINIMUM_WIND,MAXIMUM_WIND,AVERAGE_WIND,MINIMUM_DIRECTIONOFWIND,MAXIMUM_DIRECTIONOFWIND,AVERAGE_DIRECTIONOFWIND,MINIMUM_PRECIPITATION,MAXIMUM_PRECIPITATION,AVERAGE_PRECIPITATION,MINIMUM_ROAD_TEMPERATURE,MAXIMUM_ROAD_TEMPERATURE,AVERAGE_ROAD_TEMPERATURE,MINIMUM_FELT_TEMPERATURE,MAXIMUM_FELT_TEMPERATURE,AVERAGE_FELT_TEMPERATURE
2020-05-02 16:00:00,SILE_ISAKOY,AUTOMATED_WEATHER_SENSOR,17.6,21.1,19.44444,56,77,66.74074,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2020-05-28 11:00:00,HADIMKOY,AUTOMATED_WEATHER_SENSOR,16.35,18.31,16.89898,64.31,76.38,73.05356,1.015,6.673,3.192,147,240,210.01695,0,0,0,25.3,28,26.37288,16.6,19.66,17.26203
2020-05-27 06:00:00,BAHCESEHIR_I_KULE,ICING_SENSOR,15.46,15.8,15.65083,72.15,74.08,73.48167,2.29,4.21,3.07,9,353,103.33333,0,0,0,20.3,21.8,20.63333,15.05,16.72,15.74083
2020-05-25 12:00:00,SUREYYAPASA,ICING_SENSOR,17.46,17.85,17.67683,69.95,72.5,71.0355,0.57,4.146,1.50147,2,355,147.3,0,0,0,24.4,26.2,25.195,17.88,19.71,18.946
2020-05-22 11:00:00,SAMANDIRA,AUTOMATED_WEATHER_SENSOR,14.3,15.7,14.98261,65,69,66.95652,0.9,4.7,2.94638,2,357,67.88406,0,0,0,-99,-99,-99,14.07,16.94,15.11232
2020-05-31 19:00:00,TERKOS_BARAJI,AUTOMATED_WEATHER_SENSOR,16.4,17.1,16.78333,89,92,90.98333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2020-05-28 01:00:00,HADIMKOY,AUTOMATED_WEATHER_SENSOR,10.76,11.77,11.26783,95.8,97.7,97.095,1.603,3.627,2.6268,231,320,280.6,0,0,0,12.8,13.4,13.215,10.29,11.32,10.88717
2020-05-29 19:00:00,AKOM,AUTOMATED_WEATHER_SENSOR,16.22,17.36,16.7159,71.69,75.23,72.7082,0.788,2.412,1.36962,174,231,205.59016,0,0,0,18.6,19.6,19.03443,17.32,18.43,17.88295
2020-05-26 09:00:00,BEYKOZ,ICING_SENSOR,17.01,17.96,17.43722,60.06,63.73,61.875,0,3.89,1.72722,29,348,140.66667,-99,-99,-99,34.4,40.7,36.95,17.87,19.51,18.58333
2020-05-21 18:00:00,BAHCESEHIR_I_KULE,ICING_SENSOR,14.57,14.91,14.71552,92.2,95.8,93.94483,1.49,7.17,3.64862,1,351,276.32759,0,0.15,0.00517,16.7,17.8,17.43966,13.54,15.67,14.57414
2020-05-25 21:00:00,BAHCESEHIR_I_KULE,ICING_SENSOR,10.92,11.89,11.32491,89.7,93.4,91.8193,0,2.21,1.13982,52,345,315.5614,0,0.19,0.02456,14.4,15.2,14.77368,10.92,12.68,11.75491
2020-05-24 05:00:00,SUREYYAPASA,ICING_SENSOR,14.14,14.72,14.34283,72.61,77.2,74.962,0.358,2.178,1.10995,79,249,160.78333,0,0,0,14.3,14.9,14.72333,14.7,16.55,15.5535
2020-05-03 05:00:00,ESENLER,ICING_SENSOR,17.11,17.72,17.38957,71.78,76.33,74.18,0.69,3.89,2.18913,60,215,111.58696,0,0,0,20.2,22.7,21.3413,17.35,19.39,18.22174
2020-05-26 12:00:00,AKOM,AUTOMATED_WEATHER_SENSOR,20.53,21.81,21.02923,50.27,57.82,54.04846,2.032,3.997,2.80831,22,79,41.07692,0,0,0,46.5,47.8,47.22308,21.67,23.23,22.21923
2020-05-25 13:00:00,SUREYYAPASA,ICING_SENSOR,17.61,19.02,18.41339,64.8,71.76,68.25102,0.386,4.017,1.39056,3,355,140.49153,0,0,0,25.9,30.8,28.36102,18.41,20.66,19.81102
2020-05-03 06:00:00,ESENLER,ICING_SENSOR,17.52,18.2,17.82558,68.93,71.78,70.41395,0,2.53,1.43186,81,188,126.27907,0,0,0,22.5,24.7,23.26047,18.59,19.97,19.09326
2020-05-31 05:00:00,SISLİ_MGM,AUTOMATED_WEATHER_SENSOR,18.3,20.5,19.31667,67,77,73.88333,1.5,4.9,2.79,154,241,184.31667,0,0,0,-99,-99,-99,18.94,21.82,20.22783
2020-05-30 14:00:00,CIFTALAN,ICING_SENSOR,21.57,22.91,22.35817,42.67,47.06,44.42083,0.69,4.848,2.55792,28,337,249.98333,0,0,0,35.5,38.7,36.79,22.88,24.9,23.84167
2020-05-23 09:00:00,CAVUSBASI,AUTOMATED_WEATHER_SENSOR,12.5,15.49,14.22981,64.84,92.1,80.73577,0.141,1.34,0.5984,177,354,323.40385,0,0,0,-99,-99,-99,13.22,18.12,16.11269
2020-05-21 14:00:00,CATALCA_MGM,AUTOMATED_WEATHER_SENSOR,15.2,17.2,16.50917,75,78,76.24167,5,11,8.35917,10,40,29.675,-99,-99,-99,-99,-99,-99,13.93,16.43,15.641
2020-05-30 15:00:00,CIFTALAN,ICING_SENSOR,21.32,22.68,21.863,43.98,49.68,47.19067,0.413,5.495,1.71935,13,339,243.95,0,0,0,31.4,35.6,33.10667,22.73,24.18,23.5325
2020-05-21 22:00:00,AKOM,AUTOMATED_WEATHER_SENSOR,14.37,15.08,14.72383,93.7,94.4,94.03404,1.12,5.278,3.32755,2,359,41.38298,0,0,0,15.5,15.7,15.60638,13.8,16.13,14.62489
2020-05-20 08:00:00,BEYKOZ,ICING_SENSOR,25.58,27.84,26.5625,55.14,67.14,60.57179,0,2.85,1.465,4,302,239.26786,-99,-99,-99,40.5,45.3,43.56071,26.66,28.76,27.57607
2020-05-01 04:00:00,USKUDAR_MGM,AUTOMATED_WEATHER_SENSOR,15.1,15.3,15.16441,71,81,77.74576,2,5.1,3.38475,178,210,192.61017,0,0,0,-99,-99,-99,14.57,15.63,15.11119
2020-05-31 08:00:00,KADIKOY_GOZTEPE_MGM,AUTOMATED_WEATHER_SENSOR,21.2,22,21.54167,53,59,56.48333,0.9,4.5,2.87333,4,290,228.76667,0,0,0,-99,-99,-99,22.33,23.43,22.81333
2020-05-23 08:00:00,CAVUSBASI,AUTOMATED_WEATHER_SENSOR,11.48,12.51,11.73133,90.7,94.5,92.29833,0,1.4,0.42362,0,353,288.28333,0,0.4,0.03,-99,-99,-99,11.48,15.63,13.38533
2020-05-23 09:00:00,BEYKOZ,ICING_SENSOR,11.35,13.6,12.48554,73.41,87.6,82.25661,0.69,2.53,1.48,4,317,99.35714,-99,-99,-99,20.2,32.2,25.73036,10.46,14.04,12.89893
2020-05-26 08:00:00,CAVUSBASI,AUTOMATED_WEATHER_SENSOR,16.51,18.01,17.48,58.96,68.67,63.42818,0.56,1.817,1.32436,17,69,36.36364,0,0,0,-99,-99,-99,17.56,19.2,18.76636
2020-05-20 08:00:00,SILIVRI_MGM,AUTOMATED_WEATHER_SENSOR,23.9,26.1,25.05424,63,71,66.88136,1.3,3.8,2.7,112,215,155.84746,0,0,0,-99,-99,-99,25.76,27.27,26.49271
2020-05-29 15:00:00,SILIVRI_MGM,AUTOMATED_WEATHER_SENSOR,14.2,15.7,15.27,68,100,82.1,0,2.7,1.45,1,360,222.53333,0,0,0,-99,-99,-99,14.38,18.89,16.26167
2020-05-21 13:00:00,CATALCA_MGM,AUTOMATED_WEATHER_SENSOR,17.2,17.6,17.39649,69,75,72,5.5,12.1,9.47193,13,37,24.77193,-99,-99,-99,-99,-99,-99,16.16,17.24,16.62123
2020-05-23 06:00:00,AKOM,AUTOMATED_WEATHER_SENSOR,15.07,17.41,16.43731,82.2,89.2,85.59808,0,5.215,2.03483,0,357,236.28846,0,0.2,0.01154,15.8,19.2,17.75385,15.04,20,17.08
2020-05-31 08:00:00,SISLİ_MGM,AUTOMATED_WEATHER_SENSOR,22.2,23.7,22.98,45,55,49.23333,1.4,5,2.85833,160,282,217.96667,0,0,0,-99,-99,-99,23.49,25.53,24.5055
2020-05-28 15:00:00,HADIMKOY,AUTOMATED_WEATHER_SENSOR,16.55,19.88,18.18067,61.13,76.42,68.17483,0.92,2.755,1.97988,209,286,241.86667,0,0,0,23.3,26.1,24.68833,17,21.34,19.191
2020-05-23 23:00:00,HADIMKOY,AUTOMATED_WEATHER_SENSOR,7.858,8.81,8.40957,91.7,93.5,92.60167,0,2.73,1.21205,0,241,145.86667,0,0,0,11.9,12.4,12.14,7.02,12.49,8.962
2020-05-20 07:00:00,BEYKOZ,ICING_SENSOR,23.6,24.97,23.97508,67.75,70.47,69.32186,0,2.37,1.14729,7,339,215.32203,-99,-99,-99,34.6,40.1,37.45763,23.6,27.21,25.85102
2020-05-02 15:00:00,BAYRAMOGLU_TUZLA,ICING_SENSOR,22.07,22.62,22.31902,40.95,41.97,41.43843,1.09,2.93,1.84765,167,257,221.94118,0,0,0,30.5,35.3,32.69804,23.69,24.54,23.9698
2020-05-27 15:00:00,BAHCESEHIR_I_KULE,ICING_SENSOR,14.02,14.64,14.28466,82.3,86.1,83.67759,0.53,4.05,2.13,1,355,252.08621,0,0.11,0.05862,15.2,15.8,15.4431,13.57,16.04,14.74397
2020-05-25 10:00:00,SUREYYAPASA,ICING_SENSOR,17.66,18.08,17.86932,66.69,69.21,67.78492,0.524,3.601,1.62764,2,355,255.94915,0,0,0,24.4,25.3,24.97797,18.13,20.01,19.05068
2020-05-25 15:00:00,SUREYYAPASA,ICING_SENSOR,18.18,18.83,18.4615,57.66,63.98,60.376,0.358,4.303,1.36315,11,351,108.23333,0,0,0,25.2,29,27.34833,18.68,21.23,19.88883
2020-05-21 06:00:00,SAMANDIRA,AUTOMATED_WEATHER_SENSOR,17.5,17.9,17.73,81,82,81.05,1.8,5.5,3.785,0,358,208.86667,0,0,0,-99,-99,-99,17.65,18.71,18.05917
2020-05-01 10:00:00,ESENLER,ICING_SENSOR,20.72,21.41,21.06796,59.8,65.1,63.01981,0.77,3.81,2.1137,90,333,230.62963,0,0,0,46,47.6,46.95556,21.74,23.18,22.46944
2020-05-21 19:00:00,BEYKOZ,ICING_SENSOR,12.91,13.25,13.10672,100,100,100,0.85,3.41,1.80172,4,333,150.2069,-99,-99,-99,16,16.2,16.08966,12.71,14.4,13.58759
2020-05-27 04:00:00,SUREYYAPASA,ICING_SENSOR,15.08,15.55,15.25636,72.95,76.69,75.91182,0.515,3.777,1.57082,9,307,103.63636,0,0,0,17.9,18.6,18.1,15.42,17.07,16.13182
2020-05-31 23:00:00,B_CEKMECE_SVIRAJLARI,ICING_SENSOR,17.5,17.5,17.5,85.1,85.1,85.1,1.81,1.81,1.81,134,134,134,0,0,0,21.5,21.5,21.5,17.68,17.68,17.68
2020-05-31 17:00:00,PENDIK,ICING_SENSOR,21.28,22.38,21.76393,33.43,35.39,34.47689,0,0,0,111,232,159.7377,0,0,0,29.9,33.7,31.50656,21.28,22.38,21.75934
2020-05-02 13:00:00,SILE_ISAKOY,AUTOMATED_WEATHER_SENSOR,22.8,24,23.41607,45,55,50.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2020-05-20 12:00:00,SILIVRI_MGM,AUTOMATED_WEATHER_SENSOR,30.5,31.5,31.14407,44,53,48.15254,1.2,4.6,2.58475,221,344,289.49153,0,0,0,-99,-99,-99,31.3,33.69,32.50508
2020-05-29 02:00:00,BEYKOZ,ICING_SENSOR,11.42,12.43,11.94776,93.1,96.6,94.97241,0,2.77,1.61362,98,255,146.56897,-99,-99,-99,13.5,13.8,13.64483,11.48,13.49,12.18948
2020-05-25 03:00:00,HADIMKOY,AUTOMATED_WEATHER_SENSOR,13.73,14.07,13.89836,94,95,94.57541,2.64,4.912,3.73607,297,327,309.59016,0,0,0,16.7,17,16.88197,13.04,13.99,13.46016
2020-05-31 01:00:00,SISLİ_MGM,AUTOMATED_WEATHER_SENSOR,14.4,14.8,14.645,85,88,86.23333,0,0.8,0.335,28,313,175.98333,0,0,0,-99,-99,-99,14.6,17.42,16.1565
2020-05-31 12:00:00,SARIYER,AUTOMATED_WEATHER_SENSOR,24,24.7,24.26167,33,38,35.26667,0.7,3.7,2,217,315,260.9,-99,-99,-99,-99,-99,-99,25.76,26.64,26.14717
2020-05-21 05:00:00,SAMANDIRA,AUTOMATED_WEATHER_SENSOR,17.4,17.7,17.57167,80,81,80.45,2.7,6.4,4.63667,0,358,62.76667,0,0,0,-99,-99,-99,17.16,18.27,17.65667
2020-05-20 05:00:00,SILIVRI_MGM,AUTOMATED_WEATHER_SENSOR,16.8,20.3,18.68667,80,99,88.35,2.2,4.6,3.41333,11,41,22.31667,0,0,0,-99,-99,-99,16.92,21.33,19.28217
2020-05-24 00:00:00,SUREYYAPASA,ICING_SENSOR,9.8,10.38,10.0822,85.4,87.8,86.92542,0,0.709,0.30059,9,348,110.49153,0,0,0,13.1,13.5,13.27627,9.81,12.97,11.70508
2020-05-29 00:00:00,CAVUSBASI,AUTOMATED_WEATHER_SENSOR,8.41,8.89,8.63135,98.8,100,99.72115,0,0,0,0,0,0,0,0,0,-99,-99,-99,8.41,8.89,8.63135
2020-05-31 10:00:00,SARIYER,AUTOMATED_WEATHER_SENSOR,23.5,24.2,23.85,40,51,43.18333,1.1,4.7,2.27667,63,350,223.85,-99,-99,-99,-99,-99,-99,24.9,26.17,25.63217
2020-05-28 14:00:00,HADIMKOY,AUTOMATED_WEATHER_SENSOR,16.49,18.42,17.22692,63.77,75.5,71.19058,1.598,4.765,2.89663,199,249,228.73077,0,0,0,23.6,26.3,24.83654,16.72,19.1,17.745
2020-05-25 23:00:00,BEYKOZ,ICING_SENSOR,10.94,11.28,11.1248,98.8,99.2,99.008,0,1.49,0.592,71,145,93.84,-99,-99,-99,14,14.3,14.172,10.94,12.84,11.8236
2020-05-20 15:00:00,SILIVRI_MGM,AUTOMATED_WEATHER_SENSOR,21.3,23.6,22.02069,45,65,54.05172,3.5,7.2,5.27586,14,35,22.91379,0,0,0,-99,-99,-99,22.04,24.87,22.99138
2020-05-27 14:00:00,CAVUSBASI,AUTOMATED_WEATHER_SENSOR,12.9,13.24,13.08348,97.5,98.5,97.94348,0.581,1.975,1.277,36,101,73.86957,0,0,0,-99,-99,-99,13.19,14.73,13.93913
2020-05-02 13:00:00,BAYRAMOGLU_TUZLA,ICING_SENSOR,23.02,24.24,23.52396,36.35,43.46,39.33264,1.33,3.89,2.53151,159,324,226.33962,0,0,0,43.1,46.8,44.72264,24.46,26.02,25.19358
2020-05-20 06:00:00,CAVUSBASI,AUTOMATED_WEATHER_SENSOR,20.41,23.4,22.1114,68.85,77.8,74.0338,0,0,0,0,0,0,0,0,0,-99,-99,-99,20.41,23.4,22.1114
2020-05-30 03:00:00,KARTAL,AUTOMATED_WEATHER_SENSOR,14.7,15.8,15.09167,74,82,78.28333,0.3,2.8,1.15667,3,354,233.35,-99,-99,-99,-99,-99,-99,15.48,17.13,16.33517
2020-05-29 01:00:00,CATALCA_MGM,AUTOMATED_WEATHER_SENSOR,7.7,8,7.77,89,91,89.4,0,2.8,1.11667,0,358,203.43333,-99,-99,-99,-99,-99,-99,6.62,11.4,7.88983
2020-05-30 00:00:00,PENDIK,ICING_SENSOR,14.84,15.31,15.04847,75.21,79.82,78.42271,0,0.53,0.01797,145,319,253.67797,-99,-99,-99,17.9,18.6,18.21017,14.84,15.31,15.0461
2020-05-21 16:00:00,CATALCA_MGM,AUTOMATED_WEATHER_SENSOR,14.5,15.1,14.72373,77,78,77.83051,5.3,10.7,7.34576,12,46,27.91525,-99,-99,-99,-99,-99,-99,12.89,14.32,13.54
2020-05-26 06:00:00,BEYKOZ,ICING_SENSOR,13.39,14,13.66571,87.3,90.9,89.62143,1.09,2.69,1.91286,4,108,68.21429,-99,-99,-99,19.6,21.2,20.26429,13.5,14.93,14.18571
2020-05-20 06:00:00,BEYKOZ,ICING_SENSOR,20.06,23.4,21.96709,70.52,76.62,72.66145,0.53,1.49,0.90673,2,342,126.29091,-99,-99,-99,29,34.3,31.38545,21.42,25.61,23.91836
2020-05-02 20:00:00,ESENLER,ICING_SENSOR,17.93,19.42,18.31732,62.68,72.33,66.50161,0,3.25,1.55482,41,343,295.125,1,60,27.3617,22,23.8,23.19821,17.93,20.65,19.56911
2020-05-28 03:00:00,SILIVRI_MGM,AUTOMATED_WEATHER_SENSOR,8.8,11.5,9.79667,100,100,100,1.7,3.1,2.48333,308,331,319.85,0,0,0,-99,-99,-99,7.84,11.39,9.221
2020-05-20 07:00:00,SILIVRI_MGM,AUTOMATED_WEATHER_SENSOR,22.1,24.1,23.12667,67,75,71.41667,1.3,3.6,2.08,62,174,118.53333,0,0,0,-99,-99,-99,23.41,26.11,24.8285
2020-05-20 03:00:00,AKOM,AUTOMATED_WEATHER_SENSOR,17.34,17.91,17.65322,95.8,96.3,96.1322,0.267,2.42,1.58575,1,358,288.47458,0,0,0,20.3,21,20.63898,18.07,20.33,18.80271
2020-05-29 10:00:00,AKOM,AUTOMATED_WEATHER_SENSOR,17.7,21.98,19.67192,52.47,67.95,60.53692,1.558,4.442,2.7919,1,358,287.34615,0,0,0,33.5,45.8,37.24038,18.26,23.15,20.63808
2020-05-30 02:00:00,PENDIK,ICING_SENSOR,14.7,14.91,14.78633,75.34,77.11,75.8905,0,0,0,2,353,253.61667,-99,-99,-99,17.1,17.4,17.23167,14.7,14.91,14.784
2020-05-23 10:00:00,AKOM,AUTOMATED_WEATHER_SENSOR,11.9,18.67,16.21259,64.46,86.7,71.16,0.753,6.943,2.86983,0,359,215.66667,0,0.4,0.02593,19.2,28.7,24.24815,11.47,20.15,16.61611
2020-05-24 22:00:00,AHL_BAKIRKOY,ICING_SENSOR,15.76,15.9,15.81377,63.4,67.34,65.80226,0,1.73,0.19151,184,185,184.45283,0.35,0.42,0.38717,18.2,18.8,18.5434,15.76,17.82,16.15642
2020-05-29 22:00:00,BEYLİKDUZU_MGM,AUTOMATED_WEATHER_SENSOR,14.6,15.7,15.28667,96,99,97.85,3.6,6.2,4.66,197,241,217.95,-99,-99,-99,-99,-99,-99,13.78,15.51,14.85117
2020-05-02 08:00:00,BEYKOZ,ICING_SENSOR,19.99,21.22,20.70518,54.5,61.62,57.95286,0.61,3.25,1.81429,8,334,175.21429,-99,-99,-99,35.5,42.3,39.47857,21.28,23.08,22.17982
2020-05-29 08:00:00,GOZTEPE,AUTOMATED_WEATHER_SENSOR,16.6,17.6,17.04167,79,82,80.71667,2.1,3.8,2.98833,155,209,179.35,0,0,0,-99,-99,-99,17.04,18.18,17.4715
2020-05-20 23:00:00,BEYLİKDUZU_MGM,AUTOMATED_WEATHER_SENSOR,21.1,21.9,21.56607,74,79,77.03571,1.2,3.6,2.45536,4,353,55.33929,-99,-99,-99,-99,-99,-99,22.28,23.59,22.93393
2020-05-21 19:00:00,YSS_KOPRUSU,ICING_SENSOR,15.11,15.3,15.21103,90.2,92.8,91.53966,4.165,11.04,8.27862,0,355,77.22414,0,0,0,15.3,15.5,15.36207,13.51,14.95,13.98379
2020-05-29 09:00:00,YSS_KOPRUSU,ICING_SENSOR,16.5,17.77,17.04083,67.06,80,75.11383,0.524,2.779,1.44092,1,346,114.41667,0,0.01,0.00017,19,25.4,20.55,17.39,18.93,18.18667
2020-05-31 08:00:00,SELIMPASA_KAVAKLI,ICING_SENSOR,17.41,18.36,17.8769,46.08,53.17,49.28534,3.17,6.13,4.34793,198,270,232.44828,0,0,0,37.8,41.1,39.47586,17.18,18.95,18.12
2020-05-25 23:00:00,MASLAK_ITU,ICING_SENSOR,9.4,10.02,9.7096,94.9,95.8,95.26,0.53,1.25,0.9812,279,329,298.24,131.6,141.6,136.348,-99,-99,-99,10.02,11.42,10.6076
2020-05-31 14:00:00,ATASEHIR,ICING_SENSOR,22.63,23.18,22.86967,33.36,36.16,34.65533,2.13,5.81,3.75933,173,302,240.61667,1,60,29.74359,36.8,40.8,38.98333,23.77,24.8,24.22733
2020-05-29 15:00:00,AHL_BAKIRKOY,ICING_SENSOR,18.01,19.5,18.72067,54.23,69.39,63.15633,0.85,3.65,2.262,10,353,299.61667,0,0.46,0.39533,26.2,27.3,26.65167,18.81,21.07,19.70633
2020-05-03 03:00:00,HADIMKOY,AUTOMATED_WEATHER_SENSOR,13.12,14.62,13.49762,85.3,91,89.53095,1.137,2.707,1.98,96,141,115.78571,0,0,0,15.7,16.2,15.81905,13.21,15.29,13.8319
2020-05-30 01:00:00,FLORYA,AUTOMATED_WEATHER_SENSOR,14.9,15.1,15,83,84,83.38333,0.8,2.2,1.385,175,342,218.55,0,0,0,-99,-99,-99,15.46,16.49,15.95433
2020-05-27 06:00:00,BEYKOZ_MGM,AUTOMATED_WEATHER_SENSOR,15.6,15.6,15.6,79,79,79,2.2,2.2,2.2,26,26,26,0,0,0,-99,-99,-99,16.1,16.1,16.1
2020-05-02 00:00:00,BAHCESEHIR_I_KULE,ICING_SENSOR,15.05,15.39,15.23912,88.8,89.5,89.20175,0,0,0,34,233,126.14035,0,0,0,17.8,18.2,18.03684,15.05,15.39,15.23912
2020-05-25 03:00:00,AHL_BAKIRKOY,ICING_SENSOR,15.7,16.31,16.08717,74.07,80.4,77.12967,0.77,3.73,1.98467,1,348,173.75,0.37,0.45,0.40967,16.7,17.6,17.11667,16.14,17.86,16.8445
2020-05-02 01:00:00,SUREYYAPASA,ICING_SENSOR,15.68,16.47,16.1439,72.42,78.08,74.33424,0,0.977,0.31298,2,332,178.49153,0,0,0,19,19.6,19.28814,15.68,19.01,17.61373
2020-05-31 11:00:00,ATASEHIR,ICING_SENSOR,21.6,22.9,22.35833,31.99,39.17,34.89517,1.41,6.13,3.72067,176,310,243.01667,0,0,0,44.8,46.8,45.88333,22.56,24.45,23.63483
2020-05-27 14:00:00,GOZTEPE,AUTOMATED_WEATHER_SENSOR,14.6,14.7,14.61364,86,88,87,1.5,4,2.59091,1,359,194.04545,0,0,0,-99,-99,-99,14.2,15.5,14.80545
2020-05-01 07:00:00,SILIVRI_MGM,AUTOMATED_WEATHER_SENSOR,19,21,19.97164,79,92,83.55224,0.7,3.5,2.21045,137,357,211.91045,0,0,0,-99,-99,-99,19.8,22.34,21.17627
2020-05-30 05:00:00,ARNAVUTKOY,ICING_SENSOR,15.29,16.65,16.09567,80.3,92,84.78667,0.61,4.69,2.42333,162,257,209.25,0,0.11,0.00183,19.8,26.2,22.45167,16.06,17.72,16.73633
2020-05-30 10:00:00,UMRANIYE_MGM,AUTOMATED_WEATHER_SENSOR,18.7,20.5,19.585,51,57,53.7,1.8,7,4.25667,223,287,258.06667,0,0,0,-99,-99,-99,18.61,21.64,20.18867
2020-05-20 02:00:00,MASLAK_ITU,ICING_SENSOR,14.3,15.05,14.6018,93.1,94.5,93.76721,0,1.49,0.86689,28,353,243.11475,7.7,24.48,16.75475,-99,-99,-99,14.3,16.65,15.77738
2020-05-21 12:00:00,YSS_KOPRUSU,ICING_SENSOR,15.91,16.44,16.2475,92.3,97.6,94.61167,3.693,9.13,6.00037,0,354,198.5,0,0,0,21.3,21.9,21.65833,15.19,16.34,15.77367
2020-05-20 18:00:00,AHL_BAKIRKOY,ICING_SENSOR,23.24,23.52,23.359,49.61,51.79,50.6034,0.93,2.21,1.6292,2,346,104.76,0.4,0.5,0.4658,26.6,27.6,26.942,25.01,25.52,25.195
2020-05-31 22:00:00,RIVA_TUNEL_K,ICING_SENSOR,13.48,14.15,13.69569,91,93.4,92.21379,0.312,1.762,0.68552,4,350,109.98276,0,0,0,17.4,17.6,17.47414,14.33,16.23,15.31759
2020-05-31 18:00:00,ARNAVUTKOY,ICING_SENSOR,15.64,16.8,16.165,71.23,84.5,78.01241,0,2.53,1.33052,5,354,76.63793,0,0,0,24.1,26,24.97931,16.26,18.3,17.26052
2020-05-27 16:00:00,MASLAK_ITU,ICING_SENSOR,13.63,13.84,13.69767,90.5,91.9,91.38833,0.53,2.85,1.48867,1,350,88.53333,0,0.54,0.36467,-99,-99,-99,13.74,15.52,14.4825
2020-05-20 01:00:00,MASLAK_ITU,ICING_SENSOR,14.37,14.78,14.49471,92.8,93.6,93.14706,0,0.85,0.19353,28,275,142.17647,2.68,6.63,4.82235,-99,-99,-99,14.37,16.22,14.98706
2020-05-20 08:00:00,SILE_2,AUTOMATED_WEATHER_SENSOR,20.7,22,21.14237,65,71,68.61017,1.1,2.6,1.7322,1,358,299.37288,-99,-99,-99,-99,-99,-99,22.05,23.59,22.66119
2020-05-30 19:00:00,TUZLA_MGM,AUTOMATED_WEATHER_SENSOR,17,17.3,17.11167,72,74,73.65,0.6,2.1,1.415,126,217,183.2,0,0,0,-99,-99,-99,17.81,18.98,18.2945
2020-05-21 19:00:00,SILE_2,AUTOMATED_WEATHER_SENSOR,14.4,14.7,14.52034,87,88,87.16949,2.2,5.4,3.81864,0,357,268.57627,-99,-99,-99,-99,-99,-99,13.66,14.95,14.18966
2020-05-27 22:00:00,AHL_BAKIRKOY,ICING_SENSOR,13.45,14.27,13.64787,79.84,85.7,82.86255,0.77,2.53,1.51553,322,324,323.48936,0.45,0.5,0.46298,13.3,14.1,13.53404,13.57,15.97,14.37426
2020-05-21 02:00:00,BEYLİKDUZU_MGM,AUTOMATED_WEATHER_SENSOR,17.2,18.1,17.67,90,96,91.8,7.2,16.7,11.11667,2,360,210.76667,-99,-99,-99,-99,-99,-99,15.69,17.74,16.78817
2020-05-03 19:00:00,CATALCA_MGM,AUTOMATED_WEATHER_SENSOR,14,14.3,14.24545,88,89,88.90909,1.3,2.5,1.88182,23,41,32.09091,-99,-99,-99,-99,-99,-99,14.1,15.22,14.74636
2020-05-30 13:00:00,TUZLA_MGM,AUTOMATED_WEATHER_SENSOR,22.3,23.1,22.60167,42,49,45.18333,1.4,5.1,3.06,163,273,213.98333,0,0,0,-99,-99,-99,23.41,24.85,24.02333
2020-05-01 23:00:00,BAHCESEHIR_I_KULE,ICING_SENSOR,15.05,15.67,15.48635,87.7,88.8,88.16154,0,0.53,0.01019,9,213,73.28846,0,0,0,18.2,18.9,18.56538,15.05,16.93,15.54904
2020-05-31 20:00:00,PENDIK_OMERL_BARAJI,AUTOMATED_WEATHER_SENSOR,13.3,14.5,13.76167,86,95,89.58333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2020-05-02 10:00:00,SILIVRI_MGM,AUTOMATED_WEATHER_SENSOR,22.1,23.1,22.6037,48,57,52.98148,4.1,6.9,5.41111,169,193,181.46296,0,0,0,-99,-99,-99,22.98,24.36,23.69185
2020-05-21 13:00:00,SILE_2,AUTOMATED_WEATHER_SENSOR,16.3,16.6,16.4614,85,85,85,0.6,2.7,1.84035,2,356,249.26316,-99,-99,-99,-99,-99,-99,16.81,18.45,17.30614
2020-05-20 02:00:00,GOZTEPE,AUTOMATED_WEATHER_SENSOR,16.6,16.7,16.64833,85,87,85.85,2.3,4.4,3.19,1,359,214.35,0,0,0,-99,-99,-99,16.51,17.33,16.93483
2020-05-30 12:00:00,PENDIK_OMERL_BARAJI,AUTOMATED_WEATHER_SENSOR,21.8,22.8,22.405,34,46,38.88333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2020-05-30 13:00:00,PENDIK_OMERL_BARAJI,AUTOMATED_WEATHER_SENSOR,22,22.9,22.57667,35,44,38.76667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
