DATE_TIME,OBSERVATORY_NAME,SENSOR_TYPE,MINIMUM_TEMPERATURE,MAXIMUM_TEMPERATURE,AVERAGE_TEMPERATURE,MINIMUM_HUMIDITY,MAXIMUM_HUMIDITY,AVERAGE_HUMIDITY,MINIMUM_WIND,MAXIMUM_WIND,AVERAGE_WIND,MINIMUM_DIRECTIONOFWIND,MAXIMUM_DIRECTIONOFWIND,AVERAGE_DIRECTIONOFWIND,MINIMUM_PRECIPITATION,MAXIMUM_PRECIPITATION,AVERAGE_PRECIPITATION,MINIMUM_ROAD_TEMPERATURE,MAXIMUM_ROAD_TEMPERATURE,AVERAGE_ROAD_TEMPERATURE,MINIMUM_FELT_TEMPERATURE,MAXIMUM_FELT_TEMPERATURE,AVERAGE_FELT_TEMPERATURE
2020-05-23 00:00:00,BAYRAMOGLU_TUZLA,ICING_SENSOR,10.74,11.42,11.06914,77,81.1,79.36069,0,2.29,0.99397,68,144,115.74138,0,0,0,11,11.6,11.31724,10.88,12.9,11.90483
2020-05-20 13:00:00,ESENLER,ICING_SENSOR,30.04,31.28,30.49544,50.25,53.92,52.4207,1.25,3.81,2.21,16,345,75.87719,0,0,0,41.8,43.3,42.61053,31.64,33.17,32.22632
2020-05-27 22:00:00,BAYRAMOGLU_TUZLA,ICING_SENSOR,12.44,12.84,12.63566,84,85.7,84.83019,0,4.05,1.5934,10,313,145.30189,0,0.12,0.0066,13.3,13.8,13.60377,11.9,14.18,13.11509
2020-05-27 23:00:00,BAYRAMOGLU_TUZLA,ICING_SENSOR,12.23,12.57,12.43627,85.9,88.8,87.76441,0,2.37,1.13119,17,300,202.15254,0,0.13,0.0161,12.9,13.3,13.16949,12.23,14.2,13.37322
2020-05-23 01:00:00,BAYRAMOGLU_TUZLA,ICING_SENSOR,10.47,10.81,10.58386,81.4,82.2,81.78421,0,1.81,0.94281,91,307,137.92982,0,0,0,10.6,11,10.77193,10.56,12.36,11.5293
2020-05-02 20:00:00,ZINCIRLIKUYU,ICING_SENSOR,17.18,19.16,17.81263,56.5,64.58,61.69965,1.49,6.45,3.12649,202,321,265.7193,0,0.13,0.02158,23.1,25,24.49649,17.48,20.21,18.37
2020-05-29 06:00:00,BAYRAMOGLU_TUZLA,ICING_SENSOR,14.94,15.21,15.05984,79.84,81.5,80.59839,1.25,3.57,2.34677,84,300,246.45161,0,0,0,18.3,18.6,18.42258,14.76,16.49,15.60532
2020-05-02 21:00:00,SARIYER_ITU_MASLAK,AUTOMATED_WEATHER_SENSOR,15.2,17.4,16.00769,64,89,78.80769,176.3,254.8,248.55769,64,308,223.86538,-99,-99,-99,-99,-99,-99,7.54,11.79,9.01596
2020-05-01 18:00:00,GUNGOREN_DAVUTPASA_MARMARA,AUTOMATED_WEATHER_SENSOR,16.4,17.2,16.8,70,79,74.84746,0,1.3,0.47119,0,179,130.30508,0,0,0,-99,-99,-99,16.5,19.65,18.70169
2020-05-02 02:00:00,PASAKOY,ICING_SENSOR,12.24,12.78,12.39017,85.9,88.6,87.39483,0.228,1.827,0.65962,3,335,270.32759,0,0,0,16.1,16.7,16.29138,12.62,14.97,14.05759
2020-05-03 08:00:00,SARIYER_ITU_MASLAK,AUTOMATED_WEATHER_SENSOR,19.2,20.1,19.574,59,67,62.9,246.1,258.1,251.378,0,338,159.9,-99,-99,-99,-99,-99,-99,14.58,16.17,15.2406
2020-05-21 21:00:00,USKUDAR_MGM,AUTOMATED_WEATHER_SENSOR,13.5,14,13.84545,73,83,78.07273,3.7,7.6,5.56727,0,359,22.23636,0,0.2,0.00364,-99,-99,-99,12.3,13.47,12.83782
2020-05-20 09:00:00,BAYRAMOGLU_TUZLA,ICING_SENSOR,30.02,32.59,31.28867,37.72,43.41,40.559,1.25,3.41,2.28867,189,342,247.78333,0,0.05,0.00167,36.3,40.7,38.54333,30.27,32.98,31.44383
2020-05-03 07:00:00,SARIYER_ITU_MASLAK,AUTOMATED_WEATHER_SENSOR,17.7,20.3,18.82128,61,73,68.23404,234.1,257.3,244.24681,19,169,87.08511,-99,-99,-99,-99,-99,-99,12.02,16.49,13.97723
2020-05-21 23:00:00,USKUDAR_MGM,AUTOMATED_WEATHER_SENSOR,12.3,13.4,12.94643,77,83,80.92857,4.7,10.7,6.56964,0,359,56.08929,0,0.2,0.00893,-99,-99,-99,10.05,12.46,11.47518
2020-05-03 01:00:00,ZINCIRLIKUYU,ICING_SENSOR,14.44,15.33,14.76423,79.66,85.2,82.53308,0,1.57,0.70192,113,197,157.42308,0,0,0,18.5,18.9,18.71923,14.85,17.09,15.86423
2020-05-03 13:00:00,PASAKOY,ICING_SENSOR,19.2,19.58,19.37889,58.06,61.14,60.00222,0.866,3.389,1.96867,265,309,288.66667,0,16.71,1.85667,28.2,30.7,28.95556,19.96,21.21,20.60111
2020-05-30 19:00:00,RIVA_TUNEL_G,ICING_SENSOR,14.42,15.56,14.91424,77.87,84.8,81.89949,0,1.06,0.54576,28,337,192.76271,0,0,0,22.2,23.1,22.51525,15.4,17.81,16.75695
2020-05-02 09:00:00,SABIHAGOKCEN,ICING_SENSOR,22.01,23.17,22.60763,43.91,48.67,46.06492,0.432,4.451,2.40171,229,319,270.67797,0,0,0,43.4,47,45.10508,23.37,25.1,24.25356
2020-05-02 01:00:00,SABIHAGOKCEN,ICING_SENSOR,11.81,12.19,11.94576,85.6,87.1,86.39322,0,0.875,0.20131,5,350,250.27119,0.01,0.01,0.01,18.1,18.7,18.43729,11.84,14.65,12.98407
2020-05-31 15:00:00,ARNAVUTKOY_MGM,AUTOMATED_WEATHER_SENSOR,22.3,23.3,22.67833,36,40,38.11667,2.7,6.4,4.855,179,223,196.28333,0,0,0,-99,-99,-99,23.44,24.9,23.85133
2020-05-03 12:00:00,SABIHAGOKCEN,ICING_SENSOR,21.27,22.39,21.97692,49.09,55.96,51.66154,0.838,1.818,1.27608,10,337,198.84615,0,0,0,32.1,34.5,33.58462,23.14,24.17,23.81615
2020-05-26 11:00:00,ESENLER,ICING_SENSOR,20.04,20.72,20.31083,50.88,54.28,52.25583,1.41,4.85,2.73,1,143,69.91667,0,0,0,34.7,44,39.4,20.65,21.75,21.1875
2020-05-28 05:00:00,SILE_ISAKOY,AUTOMATED_WEATHER_SENSOR,14,14.9,14.44333,92,100,95.43333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2020-05-21 14:00:00,BAYRAMOGLU_TUZLA,ICING_SENSOR,16.23,16.91,16.61131,86.5,90,88.19344,1.25,4.37,3.04148,2,352,193.7541,0,0.56,0.2359,21.2,23.8,22.56557,16.35,18.15,16.96328
2020-05-28 05:00:00,ESENLER,ICING_SENSOR,13.64,15.89,14.70317,80.9,92,86.465,0,2.05,0.8915,2,347,215.85,0,0,0,14,18.8,16.13167,13.64,17.47,15.965
2020-05-30 09:00:00,ARNAVUTKOY_MGM,AUTOMATED_WEATHER_SENSOR,18,20,18.93833,61,72,67.26667,4,7,5.53,159,206,181.06667,0,0,0,-99,-99,-99,17.97,20.57,19.14233
2020-05-23 08:00:00,BAYRAMOGLU_TUZLA,ICING_SENSOR,10.07,14.13,11.19133,57.72,84.9,78.42217,1.01,5.09,2.48867,14,346,163.86667,0.13,0.35,0.2495,14.5,17.7,15.11167,9.5,12.32,10.75567
2020-05-26 21:00:00,ESENLER,ICING_SENSOR,15.14,15.34,15.213,79.57,81.4,80.537,0.77,1.25,1.026,3,252,80,1,60,15.75,18.2,18.6,18.43,16.03,16.8,16.369
2020-05-29 13:00:00,USKUDAR_MGM,AUTOMATED_WEATHER_SENSOR,19.1,21,19.83167,45,57,51.36667,2.2,6.2,4.44333,190,234,211.96667,0,0,0,-99,-99,-99,19.23,22.18,20.439
2020-05-21 13:00:00,BAYRAMOGLU_TUZLA,ICING_SENSOR,16.57,16.98,16.77472,86.3,89.1,87.67547,1.01,5.09,2.76396,1,354,132.50943,0,0.18,0.0034,23.5,25.1,24.06415,16.52,18.34,17.27264
2020-05-23 09:00:00,BAYRAMOGLU_TUZLA,ICING_SENSOR,10.27,12.23,11.64929,81.7,85.7,82.725,0.61,2.29,1.46286,90,277,172.21429,0,0.25,0.07089,15.2,17.9,16.2125,10.63,13.37,12.11571
2020-05-03 00:00:00,SARIYER_ITU_MASLAK,AUTOMATED_WEATHER_SENSOR,14.2,14.8,14.44,87,91,88.91111,248.7,252.7,251.18444,69,327,213.88889,-99,-99,-99,-99,-99,-99,5.81,6.87,6.244
2020-05-02 02:00:00,SANCAKTEPE_MGM,AUTOMATED_WEATHER_SENSOR,10.3,11,10.79153,98,98,98,0,1.8,0.71525,7,355,204.67797,0,0,0,-99,-99,-99,10.61,14.43,11.77271
2020-05-21 21:00:00,SILE_ISAKOY,AUTOMATED_WEATHER_SENSOR,14.6,14.8,14.74182,100,100,100,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2020-05-31 14:00:00,SILE,ICING_SENSOR,22.59,22.86,22.69138,30.91,37.06,33.50638,1.33,4.69,2.83069,184,354,254.22414,0,133.3,2.77708,38.8,43,40.91552,23.86,24.58,24.18207
2020-05-31 10:00:00,SILE,ICING_SENSOR,22.11,22.59,22.23891,34.15,42.13,36.89036,1.25,5.09,2.74527,44,354,268.49091,0,0.01,0.00023,46.8,48.4,47.61636,23.2,24.22,23.64509
2020-05-30 12:00:00,RIVA_TUNEL_G,ICING_SENSOR,21.92,23.11,22.43767,38.09,43.62,40.39683,0.746,5.32,2.70863,16,272,94.8,0,0,0,38.8,41.5,40.4431,23.05,25.22,23.907
2020-05-01 08:00:00,ALIBAHADIR,ICING_SENSOR,19.94,21.77,20.79148,60.43,67.56,64.51426,0.931,6.299,3.77328,134,292,208.34426,0,0,0,30.8,37.8,33.61311,20.48,23.48,21.81525
2020-05-29 12:00:00,USKUDAR_MGM,AUTOMATED_WEATHER_SENSOR,18.9,21.5,20.36667,45,60,53.76667,0.6,4.5,2.39667,14,359,272.4,0,0,0,-99,-99,-99,19.68,22.89,21.575
2020-05-03 06:00:00,GUNGOREN_DAVUTPASA_MARMARA,AUTOMATED_WEATHER_SENSOR,16.2,17.3,16.74318,72,78,74.75,0.8,2.2,1.56364,95,164,135.56818,0,0,0,-99,-99,-99,17,18.62,17.77795
2020-05-01 14:00:00,GUNGOREN_DAVUTPASA_MARMARA,AUTOMATED_WEATHER_SENSOR,21.5,23.3,22.25862,50,60,54.72414,1.8,3.9,2.94483,140,207,165.56897,0,0,0,-99,-99,-99,22.64,24.92,23.63328
2020-05-02 01:00:00,DURUSU,ICING_SENSOR,13.37,13.38,13.3775,90.6,90.9,90.725,3.139,3.73,3.296,216,222,217.5,0,0,0,15.6,15.6,15.6,12.82,15.62,14.2575
2020-05-24 18:00:00,BAYRAMOGLU_TUZLA,ICING_SENSOR,15.08,15.96,15.55034,57.99,62.32,60.61525,1.41,3.41,2.41475,44,108,81.18644,0,0,0,18.4,20.4,19.38305,15.19,16.91,15.95441
2020-05-02 19:00:00,ALIBAHADIR,ICING_SENSOR,15.02,16.2,15.3995,81.2,85.1,83.58333,0.219,1.836,1.07788,86,314,203.43333,0,0,0,21,22.4,21.62,15.87,18.1,16.73233
2020-05-29 15:00:00,ESENLER,ICING_SENSOR,19.49,20.38,19.76433,51.89,63.03,58.13867,0.77,3.09,1.53533,37,351,258.68333,0,60,20.29167,22.7,28.5,25.69333,20.79,22,21.21067
2020-05-22 06:00:00,SILE_ISAKOY,AUTOMATED_WEATHER_SENSOR,11.4,11.9,11.65172,100,100,100,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2020-05-31 05:00:00,CAMLICA_TUNEL_K,ICING_SENSOR,18.1,19.13,18.61433,59.28,65.3,62.99067,1.051,4.146,2.50355,163,278,229.91667,0,0,0,24.1,28.3,25.84833,18.5,20.73,19.529
2020-05-21 16:00:00,BAYRAMOGLU_TUZLA,ICING_SENSOR,15.76,16.23,15.98436,91.9,93,92.54727,1.17,4.93,2.77582,1,351,146.09091,0.33,1.11,0.514,19.9,20.6,20.24182,15.65,17.88,16.44673
2020-05-31 01:00:00,CAMLICA_TUNEL_K,ICING_SENSOR,15.7,16.42,16.06,67.67,70.83,69.08883,1.069,2.04,1.68193,85,139,101.6,0,0,0,17.6,18.2,17.91833,16.32,17.57,16.92083
2020-05-31 23:00:00,RIVA_TUNEL_G,ICING_SENSOR,12.44,12.65,12.50186,93.8,95.3,94.6339,0,0.848,0.53239,36,287,181.01695,0,0,0,20,20.7,20.41017,12.44,14.93,14.2622
2020-05-30 07:00:00,ARNAVUTKOY_MGM,AUTOMATED_WEATHER_SENSOR,17.3,18.6,17.98667,66,79,74.2,3.8,7,5.38,163,194,177.78333,0,0,0,-99,-99,-99,16.84,18.9,17.999
2020-05-02 06:00:00,SANCAKTEPE_MGM,AUTOMATED_WEATHER_SENSOR,18.4,19.7,18.65,71,77,74.5,1.4,4.2,2.97333,205,272,233.6,0,0,0,-99,-99,-99,18.74,20.87,19.381
2020-05-31 15:00:00,CATALCA,AUTOMATED_WEATHER_SENSOR,17.1,19.6,18.32034,45,53,49.30508,4,7.5,5.75085,199,257,226.10169,0,0,0,-99,-99,-99,16.89,19.96,18.34525
2020-05-30 13:00:00,RIVA_TUNEL_G,ICING_SENSOR,23.11,23.89,23.4622,36.4,40.05,38.41203,0.57,3.804,1.97339,15,349,127.76271,0,0,0,40.6,41.7,41.24694,24.75,25.77,25.24356
2020-05-03 17:00:00,PASAKOY,ICING_SENSOR,15.47,15.8,15.63789,87.5,89.9,88.42632,0.339,1.005,0.62195,11,350,154.31579,0,0,0,18.2,19.1,18.72105,16.93,17.83,17.44895
2020-05-30 03:00:00,CATALCA,AUTOMATED_WEATHER_SENSOR,10.4,11.1,10.63,84,85,84.26667,5.2,6.4,5.77,221,236,227.2,0,0,0,-99,-99,-99,8.31,9.26,8.78
2020-05-01 10:00:00,SARIYER_ITU_MASLAK,AUTOMATED_WEATHER_SENSOR,21.8,22.9,22.35714,55,60,57.41071,1.5,4.7,3.24107,105,219,170.05357,-99,-99,-99,-99,-99,-99,22.86,24.41,23.69964
2020-05-01 17:00:00,GUNGOREN_DAVUTPASA_MARMARA,AUTOMATED_WEATHER_SENSOR,17.1,17.8,17.33158,70,72,71.05263,0,1.6,0.82807,0,184,140.91228,0,0,0,-99,-99,-99,17.1,20.31,18.85754
2020-05-20 05:00:00,BAYRAMOGLU_TUZLA,ICING_SENSOR,16.91,21.24,18.62639,69.7,86.5,80.95574,0,4.61,1.81623,3,355,89.29508,0,0,0,23.2,31.1,27.28525,17.11,22.89,19.78754
2020-05-22 01:00:00,USKUDAR_MGM,AUTOMATED_WEATHER_SENSOR,11.6,12.4,12.07759,71,82,77.91379,4.9,10.7,7.96379,0,360,114.31034,0,0.2,0.00517,-99,-99,-99,9.07,10.99,10.06207
2020-05-24 23:00:00,BAYRAMOGLU_TUZLA,ICING_SENSOR,13.86,14.4,14.14633,58.05,62.72,60.72733,0,1.81,0.58317,49,345,126.03333,0,0,0,15.1,15.7,15.315,13.99,16.18,15.0185
2020-05-03 05:00:00,ZINCIRLIKUYU,ICING_SENSOR,15.94,16.98,16.69565,68.89,74,70.62478,0.61,2.69,1.36652,80,208,135.91304,0,17.43,0.37891,18.1,21.6,20.41957,16.69,18.68,17.90174
2020-05-20 16:00:00,USKUDAR_MGM,AUTOMATED_WEATHER_SENSOR,20.3,20.9,20.54828,56,61,58.10345,1.9,5.6,3.37759,0,360,268.5,0,0,0,-99,-99,-99,20.94,22.32,21.5319
2020-05-26 06:00:00,BAYRAMOGLU_TUZLA,ICING_SENSOR,13.99,15.28,14.516,69.08,77.74,74.42267,2.05,5.33,3.51133,45,115,80.73333,0,0,0,20.1,24.5,21.24,13.41,15.81,14.42333
2020-05-20 14:00:00,SILE_ISAKOY,AUTOMATED_WEATHER_SENSOR,21.2,22.6,21.86842,73,80,76.7193,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2020-05-03 18:00:00,SANCAKTEPE_MGM,AUTOMATED_WEATHER_SENSOR,14,14.6,14.18889,98,98,98,1.3,3.5,2,165,305,239,0,0,0,-99,-99,-99,14.38,14.94,14.65222
2020-05-30 04:00:00,ARNAVUTKOY_MGM,AUTOMATED_WEATHER_SENSOR,13.5,15.2,14.31167,100,100,100,1,4,1.895,137,185,160.83333,0,0,0,-99,-99,-99,14.03,15.87,14.866
2020-05-20 13:00:00,SILE_ISAKOY,AUTOMATED_WEATHER_SENSOR,22.2,23.3,22.73,72,78,75.33333,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2020-05-29 18:00:00,ESENLER,ICING_SENSOR,17.38,18.34,17.84344,69.4,75.77,72.41328,0.53,2.69,1.36803,118,292,236.60656,1,60,29.9434,20,21.2,20.63443,18.42,20.13,19.27098
2020-05-01 18:00:00,ZINCIRLIKUYU,ICING_SENSOR,18.14,18.51,18.287,59.43,65.02,62.93083,0,1.65,1.01017,112,234,155.6,0,0,0,24.6,26.1,25.37,18.27,20.38,19.74183
2020-05-25 04:00:00,ESENLER,ICING_SENSOR,16.29,16.5,16.39797,74.68,76.24,75.19,0,2.61,1.02407,11,354,243.0339,0,0,0,19,19.6,19.25254,16.36,18.38,17.78458
2020-05-03 19:00:00,SANCAKTEPE_MGM,AUTOMATED_WEATHER_SENSOR,13.6,14,13.8,98,98,98,1.3,2.7,2.1,308,344,330.72727,0,0,0,-99,-99,-99,13.76,14.88,14.12364
2020-05-01 00:00:00,ALIBAHADIR,ICING_SENSOR,14.9,15.61,15.20357,76.3,79.89,78.16214,0.644,3.786,2.1342,176,251,210.91071,0,0,0,16.8,17.2,17.02321,15.04,16.41,15.70429
2020-05-01 21:00:00,PASAKOY,ICING_SENSOR,14.53,15.15,14.9024,75.39,78.41,76.462,0,2.437,0.4643,2,354,232.24,0,0,0,19.5,20.4,19.988,14.6,17.73,16.6698
2020-05-21 18:00:00,BAYRAMOGLU_TUZLA,ICING_SENSOR,14.74,15.15,14.90379,93.5,93.9,93.6431,1.33,6.37,3.08034,1,355,161.89655,0.24,0.56,0.38017,17,17.9,17.34828,13.75,15.99,14.98828
2020-05-21 22:00:00,SILE_ISAKOY,AUTOMATED_WEATHER_SENSOR,14.4,14.7,14.52857,100,100,100,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2020-05-28 00:00:00,USKUDAR_MGM,AUTOMATED_WEATHER_SENSOR,12.2,12.6,12.31,79,84,81.61667,0.1,1.8,1.02833,100,267,168.2,0,0.2,0.01667,-99,-99,-99,12.57,15.57,13.4325
2020-05-01 20:00:00,PASAKOY,ICING_SENSOR,15.11,15.95,15.50561,72.45,75.75,74.22719,0,1.097,0.50975,0,353,274.40351,0,0,0,20.4,21.3,20.79298,15.48,18.07,17.13333
2020-05-02 19:00:00,HACIOSMAN_SARIYER,ICING_SENSOR,15.99,16.68,16.28559,69.69,77.79,73.6539,0,1.41,0.2961,83,302,225.57627,0,0.38,0.01898,21.2,21.8,21.42203,15.99,18.64,16.93644
2020-05-22 00:00:00,USKUDAR_MGM,AUTOMATED_WEATHER_SENSOR,12.2,12.8,12.42632,73,83,78.08772,4.5,9.7,6.99123,1,360,54.98246,0,0.2,0.00351,-99,-99,-99,9.91,11.49,10.71965
2020-05-31 02:00:00,ODAYERI,ICING_SENSOR,13.67,13.86,13.74852,90.1,91.6,90.78689,0.302,1.735,0.89785,1,354,303.2459,0,0,0,16.5,16.7,16.56066,14.3,16.13,15.08131
2020-05-20 20:00:00,ESENLER,ICING_SENSOR,21.6,22.28,21.78218,62.82,64.52,63.75273,0,2.05,1.05127,5,352,189.50909,0,60,29.69231,24.6,25.5,24.98,21.73,24.29,23.62255
2020-05-01 10:00:00,GUNGOREN_DAVUTPASA_MARMARA,AUTOMATED_WEATHER_SENSOR,19.9,21,20.39821,62,68,65.21429,2.2,5.3,3.75536,181,253,215.07143,0,0,0,-99,-99,-99,20.5,22.02,21.26196
2020-05-31 17:00:00,CAMLICA_TUNEL_K,ICING_SENSOR,19.23,21.59,20.24373,47.59,54.83,50.64932,0.533,4.414,1.1689,0,353,286.33898,0,0,0,28.3,32,29.95593,19.71,23.78,21.91966
2020-05-23 15:00:00,ESENLER,ICING_SENSOR,15,15.41,15.20283,60.7,63.95,62.15517,0.85,5.49,2.07133,1,350,237.5,0,60,24.84615,20.9,25.6,23.27167,14.59,16.64,15.73433
2020-05-27 16:00:00,BAYRAMOGLU_TUZLA,ICING_SENSOR,13.32,13.86,13.65483,83.4,85.5,84.45833,0.93,6.05,3.04067,1,95,46.91667,0,0.08,0.00267,15.2,17.6,16.19667,12.55,14.95,13.51633
2020-05-28 06:00:00,SILE_ISAKOY,AUTOMATED_WEATHER_SENSOR,14.9,15.8,15.24333,86,92,88.86667,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2020-05-03 11:00:00,SANCAKTEPE_MGM,AUTOMATED_WEATHER_SENSOR,17.9,18.7,18.21,74,81,76.6,2,3.5,2.58,263,335,305.2,0,0,0,-99,-99,-99,18.62,19.64,18.986
2020-05-03 10:00:00,SABIHAGOKCEN,ICING_SENSOR,16.83,18.03,17.47333,67.17,75.12,71.67,0.755,2.797,1.71711,169,320,250.66667,0,0,0,27.5,30.1,28.54444,17.35,19.51,18.56444
2020-05-30 20:00:00,ODAYERI,ICING_SENSOR,15.23,15.83,15.52879,76.79,82.7,79.25362,0.238,1.393,0.7859,164,304,234.89655,0,0,0,20.3,21.4,20.84483,16.46,18.29,17.0281
2020-05-30 16:00:00,RIVA_TUNEL_G,ICING_SENSOR,19.22,21.24,19.89767,50.14,60.45,56.49967,0.265,1.864,0.85,179,330,258.56667,0,20,0.66667,28,31,29.60333,20.55,22.93,21.727
2020-05-25 09:00:00,ESENLER,ICING_SENSOR,16.98,18.13,17.43574,69.88,74.56,72.48475,0.61,3.25,1.57131,1,341,233.01639,0,0,0,23.8,29.7,26.42295,17.81,19.97,18.62705
2020-05-03 06:00:00,SARIYER_ITU_MASLAK,AUTOMATED_WEATHER_SENSOR,17.6,18.1,17.81818,72,77,74.15909,203.9,245.2,238.95909,22,351,83.5,-99,-99,-99,-99,-99,-99,11.84,12.77,12.26205
2020-05-02 00:00:00,DURUSU,ICING_SENSOR,13.05,13.35,13.13053,89.3,91.4,90.45965,2.899,4.359,3.56768,202,226,210.29825,0,0,0,15.6,16.3,15.92456,12.33,12.89,12.59105
2020-05-02 22:00:00,ZINCIRLIKUYU,ICING_SENSOR,14.38,15.74,14.84205,81.9,90.1,86.92955,0.69,4.05,2.29,126,234,165.93182,0,0.37,0.17614,20,21.5,20.85455,14.27,17.42,15.26091
2020-05-03 00:00:00,ZINCIRLIKUYU,ICING_SENSOR,14.44,14.99,14.66489,82.5,85.7,83.98,0.53,3.65,1.85267,94,225,157.04444,0,0.13,0.09133,19,19.3,19.12,14.33,16.66,15.31533
2020-05-28 08:00:00,ESENLER,ICING_SENSOR,15.75,16.16,15.96966,80.2,82.2,81.38475,0.53,2.85,1.49949,1,335,154.18644,0,0,0,19.2,20.3,19.48983,16.14,17.61,16.89305
2020-05-26 16:00:00,ESENLER,ICING_SENSOR,17.05,18,17.46333,62.28,68.66,65.7725,1.01,4.13,2.09,19,351,118.91667,1,60,36.4,24.8,27.4,25.975,17.13,19.09,18.27083
2020-05-02 23:00:00,SARIYER_ITU_MASLAK,AUTOMATED_WEATHER_SENSOR,14.5,15.3,14.82,84,91,87.8,250.4,251.5,250.91333,67,180,133.71111,-99,-99,-99,-99,-99,-99,6.36,7.76,6.91311
2020-05-26 15:00:00,ESENLER,ICING_SENSOR,18.13,19.02,18.48933,59.49,63.16,60.97133,1.17,3.65,2.22067,33,354,138.93333,0,60,4.76923,27.9,32,30.28667,19.01,20.54,19.41333
2020-05-30 05:00:00,ARNAVUTKOY_MGM,AUTOMATED_WEATHER_SENSOR,14.9,17.2,15.87167,84,100,95.38333,2.4,7.2,4.20833,165,202,183.75,0,0,0,-99,-99,-99,14.39,17.58,15.698
2020-05-30 06:00:00,KARTAL_AYDOS_DAGI,AUTOMATED_WEATHER_SENSOR,14,14.7,14.17333,76,79,77.61667,6.6,10.2,8.375,218,246,236.5,-99,-99,-99,-99,-99,-99,12.1,13.65,12.63767
2020-05-29 08:00:00,BAYRAMOGLU_TUZLA,ICING_SENSOR,15.62,17.05,16.11533,73.76,79.57,77.1465,1.41,4.93,3.066,155,305,247.8,0,0,0,22.5,32,25.73167,15.82,17.21,16.41383
2020-05-29 09:00:00,BAYRAMOGLU_TUZLA,ICING_SENSOR,16.03,17.52,16.75117,64.42,76.87,70.98583,2.05,5.57,3.83933,186,276,245.3,0,0,0,28.2,33.5,30.26167,15.56,18.35,17.04467
2020-05-31 17:00:00,KARTAL_AYDOS_DAGI,AUTOMATED_WEATHER_SENSOR,18.1,19.3,18.785,44,47,46.25,0,2.8,1.535,0,285,191.23333,-99,-99,-99,-99,-99,-99,18.1,20.85,19.53483
2020-05-31 08:00:00,SILE,ICING_SENSOR,20.7,21.71,21.44155,43.97,52.56,48.89276,1.09,4.61,2.64448,10,348,259.41379,0,0,0,38.1,43.5,41.17069,21.59,23.44,22.72103
2020-05-20 12:00:00,USKUDAR_MGM,AUTOMATED_WEATHER_SENSOR,27.1,30.8,28.69322,37,52,45.08475,1.8,4.5,3.35932,0,358,222.67797,0,0,0,-99,-99,-99,27.2,30.8,28.78525
2020-05-02 21:00:00,ZINCIRLIKUYU,ICING_SENSOR,15.54,17.45,16.33868,64.58,81.3,73.42434,0.61,2.77,1.55792,134,245,192.07547,0.12,0.27,0.21453,21.6,22.9,21.9434,15.94,19.04,17.38226
2020-05-23 22:00:00,ESENLER,ICING_SENSOR,11.33,11.88,11.57638,83.2,85.4,84.36552,0,0.69,0.29448,299,334,314.84483,1,60,37.875,13.6,14,13.82414,11.47,13.33,12.21948
2020-05-03 06:00:00,ZINCIRLIKUYU,ICING_SENSOR,16.97,17.66,17.27884,67.34,69.99,68.17279,0,1.81,1.04814,44,222,135.18605,0,0,0,20.9,22,21.38837,17.28,19.41,18.48744
2020-05-25 02:00:00,ESENLER,ICING_SENSOR,15.89,16.16,15.99797,80.4,84,83.13559,0,2.21,1.20627,1,340,299.49153,0,60,4.60377,18,18.6,18.3339,15.95,17.9,17.15797
2020-05-28 01:00:00,ESENLER,ICING_SENSOR,13.1,13.91,13.60983,86.5,92.9,89.3931,0,0.93,0.37241,1,345,236.46552,0,0.01,0.00069,14.1,14.5,14.30862,13.1,15.68,14.43793
2020-05-31 21:00:00,RIVA_TUNEL_G,ICING_SENSOR,13.56,14.57,13.9082,88.3,93,90.78852,0.275,1.097,0.63934,22,340,199.11475,0,0,0,20.5,21.6,21.16393,14.79,16.87,15.6
2020-05-03 04:00:00,GUNGOREN_DAVUTPASA_MARMARA,AUTOMATED_WEATHER_SENSOR,13.8,16.7,15.07778,79,91,85.53333,1.4,3.7,2.52667,97,157,116.93333,0,0,0,-99,-99,-99,13.58,17.09,15.372
2020-05-02 03:00:00,HACIOSMAN_SARIYER,ICING_SENSOR,13.68,15.18,14.17322,84.3,86.9,85.90678,0,1.17,0.31407,110,233,152.81356,0,0.46,0.03678,16.3,17.9,16.64068,13.68,16.94,14.89153
2020-05-20 17:00:00,ESENLER,ICING_SENSOR,22.62,23.23,22.84,55.43,60.33,56.91018,0.61,2.93,1.40857,2,340,118.05357,1,60,34.28205,27.3,29,28.09286,24.38,25.21,24.71911
2020-05-26 20:00:00,ESENLER,ICING_SENSOR,15.27,15.41,15.36692,79.09,79.57,79.24308,1.57,3.49,2.31462,52,106,71.76923,1,60,30.5,18.8,19.5,19.1,15.54,16.17,15.82385
